time_period_start;time_period_end;time_open;time_close;rate_open;rate_high;rate_low;rate_close
2020-01-01T00:00:00.0000000Z;2020-01-02T00:00:00.0000000Z;2020-01-01T00:01:00.0000000Z;2020-01-01T23:59:00.0000000Z;0.9962119122159582;0.9983980894215514;0.9951726343181131;0.9966150876745943
2020-01-02T00:00:00.0000000Z;2020-01-03T00:00:00.0000000Z;2020-01-02T00:01:00.0000000Z;2020-01-02T23:59:00.0000000Z;0.9970926943168021;0.9982035901093415;0.9948480193615982;0.9972527565612629
2020-01-03T00:00:00.0000000Z;2020-01-04T00:00:00.0000000Z;2020-01-03T00:01:00.0000000Z;2020-01-03T23:59:00.0000000Z;0.9975202235822899;1.0001413649683222;0.99645843576279;0.9989162112902495
2020-01-04T00:00:00.0000000Z;2020-01-05T00:00:00.0000000Z;2020-01-04T00:01:00.0000000Z;2020-01-04T23:59:00.0000000Z;0.9995325577144594;0.9999982785369762;0.9972017869591687;0.9993881806386996
2020-01-05T00:00:00.0000000Z;2020-01-06T00:00:00.0000000Z;2020-01-05T00:01:00.0000000Z;2020-01-05T23:59:00.0000000Z;0.9986333217065501;1.0224976584590875;0.9965427081644689;0.9994287140213611
2020-01-06T00:00:00.0000000Z;2020-01-07T00:00:00.0000000Z;2020-01-06T00:01:00.0000000Z;2020-01-06T23:59:00.0000000Z;0.9995574942443127;1.0017149270320616;0.9970804775714255;1.0010674455754343
2020-01-07T00:00:00.0000000Z;2020-01-08T00:00:00.0000000Z;2020-01-07T00:01:00.0000000Z;2020-01-07T23:59:00.0000000Z;1.0005885019873784;1.001807326623432;0.9987623201591023;1.0008236553985124
2020-01-08T00:00:00.0000000Z;2020-01-09T00:00:00.0000000Z;2020-01-08T00:01:00.0000000Z;2020-01-08T23:59:00.0000000Z;1.0004131825484441;1.0022765082100618;0.9977439241778324;0.9989256981026784
2020-01-09T00:00:00.0000000Z;2020-01-10T00:00:00.0000000Z;2020-01-09T00:01:00.0000000Z;2020-01-09T23:59:00.0000000Z;0.9996273110050543;1.000997714170695;0.9983202777756279;0.9996368421491163
2020-01-10T00:00:00.0000000Z;2020-01-11T00:00:00.0000000Z;2020-01-10T00:01:00.0000000Z;2020-01-10T23:59:00.0000000Z;0.9995034945097621;1.0014192421010324;0.9976493587348578;0.9990138536697465
2020-01-11T00:00:00.0000000Z;2020-01-12T00:00:00.0000000Z;2020-01-11T00:01:00.0000000Z;2020-01-11T23:59:00.0000000Z;1.0006631441545495;1.0023069924305186;0.9980763250221488;0.999148519561243
2020-01-12T00:00:00.0000000Z;2020-01-13T00:00:00.0000000Z;2020-01-12T00:01:00.0000000Z;2020-01-12T23:59:00.0000000Z;1.0002590900634096;1.0016395335243817;0.9977644128197751;0.9996128264356285
2020-01-13T00:00:00.0000000Z;2020-01-14T00:00:00.0000000Z;2020-01-13T00:01:00.0000000Z;2020-01-13T23:59:00.0000000Z;1.0000992478702477;1.001208089365105;0.9971350818451487;1.00032928669383
2020-01-14T00:00:00.0000000Z;2020-01-15T00:00:00.0000000Z;2020-01-14T00:01:00.0000000Z;2020-01-14T23:59:00.0000000Z;0.9993655868753949;1.0045656857124086;0.991689290764604;1.0002291726730472
2020-01-15T00:00:00.0000000Z;2020-01-16T00:00:00.0000000Z;2020-01-15T00:01:00.0000000Z;2020-01-15T23:59:00.0000000Z;1.0003163832028812;1.0032046208940333;0.9951769138484846;0.9978361283707597
2020-01-16T00:00:00.0000000Z;2020-01-17T00:00:00.0000000Z;2020-01-16T00:01:00.0000000Z;2020-01-16T23:59:00.0000000Z;0.9973579930266596;1.004371801221938;0.9949713502339783;0.9987393270891528
2020-01-17T00:00:00.0000000Z;2020-01-18T00:00:00.0000000Z;2020-01-17T00:01:00.0000000Z;2020-01-17T23:59:00.0000000Z;0.997597278139456;1.0009588748319245;0.9873414935922858;0.9985421530068678
2020-01-18T00:00:00.0000000Z;2020-01-19T00:00:00.0000000Z;2020-01-18T00:01:00.0000000Z;2020-01-18T23:59:00.0000000Z;0.9983397692936052;1.001902104350002;0.9963604188058579;0.9988069775798616
2020-01-19T00:00:00.0000000Z;2020-01-20T00:00:00.0000000Z;2020-01-19T00:01:00.0000000Z;2020-01-19T23:59:00.0000000Z;0.9994923842439977;1.0023404395240973;0.9938566197486538;0.9994086811484438
2020-01-20T00:00:00.0000000Z;2020-01-21T00:00:00.0000000Z;2020-01-20T00:01:00.0000000Z;2020-01-20T23:59:00.0000000Z;0.9989491777747739;1.0007298955409525;0.9966152461383374;0.9985392169223478
2020-01-21T00:00:00.0000000Z;2020-01-22T00:00:00.0000000Z;2020-01-21T00:01:00.0000000Z;2020-01-21T23:59:00.0000000Z;0.9994648545311947;1.000033690431485;0.9955919793041164;0.997873916039825
2020-01-22T00:00:00.0000000Z;2020-01-23T00:00:00.0000000Z;2020-01-22T00:00:00.0000000Z;2020-01-22T00:00:00.0000000Z;0.997873916039825;0.997873916039825;0.997873916039825;0.997873916039825
2020-01-23T00:00:00.0000000Z;2020-01-24T00:00:00.0000000Z;2020-01-23T00:01:00.0000000Z;2020-01-23T23:59:00.0000000Z;0.9969074695595642;0.9992386299869523;0.9945808097687913;0.9979385481600509
2020-01-24T00:00:00.0000000Z;2020-01-25T00:00:00.0000000Z;2020-01-24T00:01:00.0000000Z;2020-01-24T23:59:00.0000000Z;0.997530644364308;0.9996209514666127;0.9960019000127853;0.9987296865033707
2020-01-25T00:00:00.0000000Z;2020-01-26T00:00:00.0000000Z;2020-01-25T00:01:00.0000000Z;2020-01-25T23:59:00.0000000Z;0.9989334923484955;266.27591259557977;0.992721010456367;0.9985519503019141
2020-01-26T00:00:00.0000000Z;2020-01-27T00:00:00.0000000Z;2020-01-26T00:01:00.0000000Z;2020-01-26T23:59:00.0000000Z;0.9986837550686861;0.9992993470295343;0.9957215606579924;0.9979685446882646
2020-01-27T00:00:00.0000000Z;2020-01-28T00:00:00.0000000Z;2020-01-27T00:01:00.0000000Z;2020-01-27T23:59:00.0000000Z;0.997437799524145;1.0015900195504772;0.9955370888011227;0.998255652033026
2020-01-28T00:00:00.0000000Z;2020-01-29T00:00:00.0000000Z;2020-01-28T00:01:00.0000000Z;2020-01-28T23:59:00.0000000Z;0.9978788711683435;1.0030734982939302;0.9955500533720799;1.0012979050766204
2020-01-29T00:00:00.0000000Z;2020-01-30T00:00:00.0000000Z;2020-01-29T00:01:00.0000000Z;2020-01-29T23:59:00.0000000Z;1.0001388355881495;1.0018734854973907;0.9967267473452426;0.9980750134081949
2020-01-30T00:00:00.0000000Z;2020-01-31T00:00:00.0000000Z;2020-01-30T00:01:00.0000000Z;2020-01-30T23:59:00.0000000Z;0.998705458292304;1.0007548334748264;0.9932657615254472;0.9989689218979566
2020-01-31T00:00:00.0000000Z;2020-02-01T00:00:00.0000000Z;2020-01-31T00:01:00.0000000Z;2020-01-31T23:59:00.0000000Z;0.9993401013850548;0.9999510860316055;0.9964172609021829;0.998127929119211
