time_period_start;time_period_end;time_open;time_close;rate_open;rate_high;rate_low;rate_close
2020-01-01T00:00:00.0000000Z;2020-01-02T00:00:00.0000000Z;2020-01-01T00:01:00.0000000Z;2020-01-01T23:59:00.0000000Z;1.3462471761245818;1.3716875731080513;1.3208555499843382;1.3675402945452473
2020-01-02T00:00:00.0000000Z;2020-01-03T00:00:00.0000000Z;2020-01-02T00:01:00.0000000Z;2020-01-02T23:59:00.0000000Z;1.367577974335595;1.37438116403207;1.2265529956551706;1.236354558009181
2020-01-03T00:00:00.0000000Z;2020-01-04T00:00:00.0000000Z;2020-01-03T00:01:00.0000000Z;2020-01-03T23:59:00.0000000Z;1.2376541218895305;1.3038376353643273;1.230998069209901;1.2755142208397463
2020-01-04T00:00:00.0000000Z;2020-01-05T00:00:00.0000000Z;2020-01-04T00:01:00.0000000Z;2020-01-04T23:59:00.0000000Z;1.2798608732699788;1.284943909199953;1.2239811364608078;1.252981512544072
2020-01-05T00:00:00.0000000Z;2020-01-06T00:00:00.0000000Z;2020-01-05T00:01:00.0000000Z;2020-01-05T23:59:00.0000000Z;1.2530098138577888;1.2943781719356064;1.2397760373908697;1.2527377029547875
2020-01-06T00:00:00.0000000Z;2020-01-07T00:00:00.0000000Z;2020-01-06T00:01:00.0000000Z;2020-01-06T23:59:00.0000000Z;1.253;1.3367781604176887;1.2528379475858002;1.3046190002747218
2020-01-07T00:00:00.0000000Z;2020-01-08T00:00:00.0000000Z;2020-01-07T00:01:00.0000000Z;2020-01-07T23:59:00.0000000Z;1.3048858745255543;1.3242849711431837;1.2549884444560166;1.2968570387307299
2020-01-08T00:00:00.0000000Z;2020-01-09T00:00:00.0000000Z;2020-01-08T00:01:00.0000000Z;2020-01-08T23:59:00.0000000Z;1.2963443886192658;1.3960651236922075;1.2784786083871724;1.3276348190961202
2020-01-09T00:00:00.0000000Z;2020-01-10T00:00:00.0000000Z;2020-01-09T00:01:00.0000000Z;2020-01-09T23:59:00.0000000Z;1.330945026897162;1.3625475065264712;1.2631606838384102;1.2784915570378153
2020-01-10T00:00:00.0000000Z;2020-01-11T00:00:00.0000000Z;2020-01-10T00:01:00.0000000Z;2020-01-10T23:59:00.0000000Z;1.2800250926186842;1.338882772270422;1.2539304139013137;1.3061114443260013
2020-01-11T00:00:00.0000000Z;2020-01-12T00:00:00.0000000Z;2020-01-11T00:01:00.0000000Z;2020-01-11T23:59:00.0000000Z;1.307793831811218;1.3484006214526172;1.2984243225206777;1.3036201192910997
2020-01-12T00:00:00.0000000Z;2020-01-13T00:00:00.0000000Z;2020-01-12T00:01:00.0000000Z;2020-01-12T23:59:00.0000000Z;1.3033543842560618;1.3179613717814316;1.2953060319761953;1.3059414725237726
2020-01-13T00:00:00.0000000Z;2020-01-14T00:00:00.0000000Z;2020-01-13T00:01:00.0000000Z;2020-01-13T23:59:00.0000000Z;1.3072856468388638;1.3075433678138157;1.2623416672402459;1.2734157668873392
